Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-KBU-044,KEN-KBU-044,Kiambu,Ruiru - Wainaina vs NLC ELC 94/2018,1/1/2018,4/29/2024,"This Kiambu-specific entry (Thika ELC Case 94/2018) covers NLC's compulsory land acquisition failure to pay compensation in Kiambu County, where the NLC obtained land but refused to comply with the compensation judgment. See also KEN-NBI-093 for the broa",Water-Land,NLC Compulsory Acquisition Non-Compliance - Kiambu,Wainaina and 2 others; National Land Commission; ELC Thika; Court of Appeal,"Kenya Law records (ELC Case 94 of 2018, Ruling 29 April 2024, Justice Kemei) show that the case involved compulsory land acquisition in Kiambu County where the NLC failed to comply with the ELC's judgment in favour of the plaintiffs. Thika ELC Misc App N",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/3972/eng@2024-04-29,Court Record,-1.0395,37.0854,0,0,ELC Review Dismissed 29 April 2024,Ongoing - Appeal Court,"Wainaina, NLC, compulsory acquisition, Kiambu, Thika, mandamus, non-compliance, ELC 94/2018",Yes,0.93,Kenya Law directly cited.
KEN-KBU-047,KEN-KBU-047,Kiambu,Thika - Ruiru - Mwaura v Kimani - Trespass Appeal,1/1/2022,7/30/2024,"Mwaura appealed a Ruiru magistrate's dismissal of his trespass claim (MCL&E 140/2022) against Kimani who occupied land purchased from shares in 2007-2009. The ELC allowed the appeal on 30 July 2024, setting aside the magistrate's judgment and awarding KS",Water-Land,Trespass Claim - Share Certificate Land - Ruiru ELC E029/2023,Mwaura (Appellant-Plaintiff); Kimani (Respondent-Defendant); ELC Thika - Justice Kemei,"Kenya Law records ELC E029 of 2023 (Mwaura v Kimani, judgment 30 July 2024). This was an appeal from the magistrate's court at Ruiru (MCL&E No. 140 of 2022, judgment 16 March 2023) where Hon. C.K. Kisiangani SRM had dismissed Mwaura's claim. The ELC foun",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/5747/eng@2024-07-30,Court Record,-1.148,36.96,0,0,ELC Appeal Allowed 30 July 2024,Resolved (Judgment),"Mwaura, Kimani, Ruiru, trespass, share certificate, ELC E029/2023, KSh 200,000, adverse possession, Kiambu",Yes,0.94,Kenya Law directly cited.
KEN-MCK-093,KEN-MCK-093,Machakos,Machakos - Wendano Matuu - ELC Petition E002/2023 - Land Dispute Judgment 2024,1/1/2023,10/23/2024,"Wendano Matuu Company Limited filed ELC Petition E002 of 2023 against Masaku and 7 others over a disputed land parcel in Matungulu Sub-County, Machakos County. The ELC Machakos delivered judgment on 23 October 2024.",Water-Land,Wendano Matuu Company vs Masaku and 7 others - ELC Petition E002/2023 Judgment October 2024,Wendano Matuu Company Limited; Cyrus Mutunga Masaku and 7 others (Respondents); ELC Machakos (judgment 23 October 2024),"Kenya Law records ELC Petition E002 of 2023 (Wendano Matuu Company Limited v Masaku and 7 others, judgment 23 October 2024) at ELC Machakos. Wendano Matuu Company Limited filed via director Stephen Ndambuki Muli. The respondents (including Cyrus Mutunga",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/6975/eng@2024-10-23,Court Record,-1.5,37.5,0,0,ELC Judgment 23 October 2024,Resolved (Judgment),"Wendano Matuu Company, Masaku, Matungulu, ELC E002/2023, sub judice, Kangundo, Machakos, October 2024",Yes,0.91,Kenya Law directly cited. Case number and judgment date confirmed.
KEN-MCK-088,KEN-MCK-088,Machakos,Mavoko - Musau vs Mavoko Land Development Co - ELC E003/2024,1/1/2024,12/17/2025,Musau filed ELC Appeal E003 of 2024 against Mavoko Land Development Company Limited at ELC Machakos. Justice NA Matheka delivered a ruling on 17 December 2025.,Water-Land,Musau vs Mavoko Land Development Co - ELC Appeal E003/2024,Musau (Appellant); Mavoko Land Development Co Ltd (1st Respondent); Other Respondent; ELC Machakos - Justice NA Matheka,"Kenya Law records ELC Appeal E003 of 2024 (Musau v Mavoko Land Development Co Ltd and another, ruling 17 December 2025) at ELC Machakos before Justice NA Matheka. The case involves Mavoko Land Development Company Limited -” one of the private land deve",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/18385/eng@2025-12-17,Court Record,-1.47,37.07,0,0,ELC Appeal Ruling 17 December 2025,Resolved (Ruling),"Musau, Mavoko Land Development Co, ELC E003/2024, Justice Matheka, December 2025, land dispute, Machakos",Yes,0.88,Kenya Law directly cited. Case number and ruling date confirmed.
KEN-MCK-075,KEN-MCK-075,Machakos,Machakos - Mbuki vs Waweru - Title Dispute ELC E030/2025,1/1/2025,3/25/2025,ELC Case E030 of 2025 (Mbuki v Waweru and 3 others) involves a title dispute in Machakos County where the applicant challenges the validity of a respondent's interest in land created through an allegedly fraudulent instrument over the applicant's title.,Water-Land,Fraudulent Instrument Title Dispute - ELC E030/2025 Machakos,Mbuki (Applicant/Petitioner); Waweru and 3 Others (Respondents); ELC Machakos - Ruling 25 March 2025,"Kenya Law records ELC Case E030 of 2025 (Mbuki v Waweru and 3 others, ruling 25 March 2025). Counsel for the Applicant argued that this case is a quintessential 'title dispute' which challenges the validity of the 1st Respondent's purported interest in t",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/2932/eng@2025-03-25,Court Record,-1.52,37.27,0,0,ELC Ruling 25 March 2025,Ongoing - Substantive Case Pending,"Mbuki, Waweru, ELC E030/2025, fraudulent instrument, title dispute, Machakos, March 2025",Yes,0.93,Kenya Law directly cited. Case number and ruling date confirmed.
KEN-KBU-071,KEN-KBU-071,Kiambu,Kiambu County - Gathirwa vs Kiambu County Government ELC E130/2024,1/1/2024,6/24/2025,ELC Appeal E130 of 2024 (Gathirwa v Kiambu County Government) was filed as an appeal against a Kiambu County development or land decision. Justice JM Onyango at ELC Thika delivered a ruling on 24 June 2025.,Water-Land,Gathirwa vs Kiambu County - Development Appeal E130/2024,Gathirwa (Appellant); Kiambu County Government (Respondent); ELC Thika - Justice JM Onyango,"Kenya Law records ELC Appeal E130 of 2024 (Gathirwa v Kiambu County Government, ruling 24 June 2025). The case is an appeal against a Kiambu County Government decision -” one of a pattern of ELC appeals against Kiambu County's planning and land decisio",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/4658/eng@2025-06-24,Court Record,-1.1711,36.831,0,0,ELC Ruling 24 June 2025,Resolved (Ruling),"Gathirwa, Kiambu County Government, ELC E130/2024, Justice Onyango, Thika, June 2025",Yes,0.88,Kenya Law directly cited.
KEN-MCK-005,KEN-MCK-005,Machakos,Machakos Town,1/1/2002,6/24/2025,Religious institutions in Machakos Town disputed ownership of Plot No. Machakos Town Block 1/297 measuring approximately 0.175 hectares. The Environment and Land Court ruled on the case in 2025.,Water-Land,Title Deed Dispute - Religious Institution Land,Board of Trustees Full Gospel Churches of Kenya; Good News Church of Africa; Machakos Land Registry,A long-running land dispute between the Board of Trustees of the Full Gospel Churches of Kenya and the Good News Church of Africa over Plot No. Machakos Town Block 1/297 (previously Zone 47 - Machakos Municipality) measuring approximately 0.175 hectares,Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/4732/eng@2025-06-24,Court Record,-1.52,37.26,0,0,Court Judgment - Ownership Declared,Resolved June 2025,"Machakos Town, religious institution, title deed, church land, plot dispute, mandatory injunction",Yes,0.9,Kenya Law record directly cited.
KEN-KBU-070,KEN-KBU-070,Kiambu,Kiambu County - Kinuthia vs County Government ELC E067/2024,1/1/2024,9/24/2025,ELC Case E067 of 2024 (Kinuthia v County Government of Kiambu) was filed against Kiambu County Government over a land or development dispute. Justice JM Onyango delivered a ruling on 24 September 2025.,Water-Land,Kinuthia vs Kiambu County Government - ELC E067/2024,Kinuthia (Applicant); County Government of Kiambu (Respondent); ELC Thika - Justice JM Onyango,"Kenya Law records ELC Case E067 of 2024 (Kinuthia v County Government of Kiambu, ruling 24 September 2025) at ELC Thika before Justice JM Onyango. The case is one of multiple ELC filings against the Kiambu County Government in the 2024-2025 period docume",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/6428/eng@2025-09-24,Court Record,-1.1711,36.831,0,0,ELC Ruling 24 September 2025,Resolved (Ruling),"Kinuthia, Kiambu County Government, ELC E067/2024, Justice Onyango, Thika, September 2025",Yes,0.88,Kenya Law directly cited. Case number and ruling date confirmed.
KEN-KBU-072,KEN-KBU-072,Kiambu,Thika Sub-County - JWA Thika vs Kiambu County - Petition E012/2024,1/1/2024,11/4/2025,"Gakuru and 2 others, suing on behalf of JWA Thika Sub-County, filed ELC Petition E012 of 2024 against Kiambu County Government and the Physical and Land Use Planning Authority, with NLC as an Interested Party. A ruling was delivered on 4 November 2025 by",Water-Land,JWA Thika Sub-County vs Kiambu County - Land and NLC Petition,Gakuru and 2 others (on behalf of JWA Thika Sub-County); County Government of Kiambu; Physical and Land Use Planning Authority; National Land Commission (Interested Party); ELC Thika,"Kenya Law records ELC Petition E012 of 2024 (Gakuru and 2 others suing on behalf of JWA Thika Sub-County v County Government of Kiambu and another; National Land Commission and another [Interested Parties], ruling 4 November 2025). The petitioners sue on",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/7571/eng@2025-11-04,Court Record,-1.0395,37.0854,0,0,ELC Ruling 4 November 2025,Resolved (Ruling),"JWA Thika Sub-County, Kiambu County, NLC, ELC Petition E012/2024, Gakuru, November 2025, water users",Yes,0.88,Kenya Law directly cited.
KEN-KBU-069,KEN-KBU-069,Kiambu,Kiambu County - Kawamwaki Park - Limuru Brookridge JR,1/1/2024,5/23/2025,Brookridge Enterprises Limited filed a judicial review (JR E011 of 2024) against Kiambu County Government and its Physical Planning Director over a development permission dispute in the Kawamwaki Park Estate area in Limuru. The High Court delivered a rul,Water-Land,Kawamwaki Park Limuru - Judicial Review Against Kiambu County E011/2024,Brookridge Enterprises Limited (Ex parte); County Government of Kiambu; Physical and Land Use Planning Director; Kawamwaki Park Estate Residents Association Limuru; Interested Parties; High Court,"Kenya Law records High Court Judicial Review E011 of 2024 (Republic v County Government of Kiambu and another; Kawamwaki Park Estate Residents Association Limuru and 3 others [Interested Parties]; Brookridge Enterprises Limited [Ex parte], ruling 23 May",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/kehc/2025/13823/eng@2025-05-23,Court Record,-1.1,36.65,0,Unknown,High Court Ruling 23 May 2025,Ongoing - Development Dispute,"Kawamwaki Park, Limuru, Brookridge, Kiambu County, JR E011/2024, development permission, residents association, 2025",Yes,0.9,Kenya Law directly cited. Case number and ruling date confirmed.
KEN-NBI-185,KEN-NBI-185,Nairobi,Nairobi - Ruiru Sub-County Registrar - JR E014/2024 - March 2025,1/1/2024,3/13/2025,"Mburu filed Judicial Review Application E014 of 2024 against the Ruiru Sub-County Land Registrar, seeking mandamus to compel the registrar to issue a certificate of official search and copy of the green card for Ruiru/Ruiru East Block 2/13483. The regist",Water-Land,Mburu vs Ruiru Sub-County Land Registrar - JR E014/2024 - March 2025,Mburu (Ex Parte Applicant); Ruiru Sub-County Land Registrar (Respondent); High Court Thika - Justice F (ruling 13 March 2025),"Kenya Law records High Court Judicial Review E014 of 2024 (Mburu v Ruiru Sub-County Land Registrar, ruling 13 March 2025). Mburu sought an order of mandamus to compel the Ruiru Sub-County Land Registrar to issue a certificate of official search and certi",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/kehc/2025/2974/eng@2025-03-13,Court Record,-1.148,36.96,0,0,JR Dismissed for Lack of Jurisdiction - Referred to ELC,Resolved (Jurisdictional Ruling),"Mburu, Ruiru Sub-County Land Registrar, JR E014/2024, official search, green card, Ruiru East Block 2/13483, mandamus, March 2025",Yes,0.93,"Kenya Law directly cited. Case number, parcel and ruling date confirmed."
KEN-MCK-051,KEN-MCK-051,Machakos,Mavoko - Maanzoni - LPG Plant vs Residents,1/1/2022,12/31/2024,"Beyond the ELC appeal, the proposed LPG storage and filling plant at LR 19745 in Maanzoni raised environmental and water safety concerns from residents about groundwater contamination and explosion risk near residential properties.",Water-Land,LPG Storage Industrial Conflict - Water Safety - Maanzoni,Maanzoni Owners Association; LPG Operator; NEMA; Machakos County; WRA,The Maanzoni Owners Association's ELC appeal (E026 of 2022) raised objections not only on procedural grounds but also on environmental and safety grounds. The proposed LPG storage and filling plant at LR 19745 in Maanzoni (near Athi River/Mavoko) involve,Kenya Law Reports; NEMA,https://nema.go.ke,Court Record; Regulatory,-1.43,37.08,0,Unknown,ELC Appeal - NEMA EIA Review,Partially Resolved,"Maanzoni, LPG, groundwater, EIA, NEMA, borehole, explosion risk, Mavoko, Machakos, industrial use",Yes,0.87,ELC case and NEMA cited.
KEN-KBU-051,KEN-KBU-051,Kiambu,Kiambu County - Ruiru East - Share Certificate Fraud,1/1/2007,12/31/2024,"The proliferation of informal share certificate-based land sales in the Ruiru/Kiambu peri-urban zone, without individual registered titles, has generated a documented pattern of fraud, adverse possession claims, and cascading water-land governance confli",Water-Land,Ruiru Peri-Urban Share Certificate Land Fraud,Multiple Buyers (Paul Kihara Mwangi and others); Fraudulent Sellers; ELC Thika; DCI; Kiambu County,"Multiple ELC Thika judgments in 2024 document a systemic pattern of share certificate-based land sales in Ruiru, Kiambu County, where companies (including Kigethu Investments, Mwiki Company Ltd, Nyakinyua Investment Ltd, Uzima Investment Ltd, Kahawa Suka",Kenya Law Reports; Standard Media; DCI Records,https://kenyalaw.org/caselaw/cases/view/291670/,Court Record; Print/Online News,-1.15,36.96,0,Unknown,Multiple ELC Cases - Varied Outcomes,Ongoing - Systemic,"Ruiru, share certificate, fraud, Kiambu, adverse possession, double allocation, peri-urban, water access, ELC",Yes,0.9,Multiple Kenya Law records cited.
KEN-MCK-226,KEN-MCK-226,Machakos,Machakos - EPZA LR 18474 1136 Acres - Kanaani Schools Built on Disputed Land - ELC 227/2017,1/1/2012,2/9/2017,"Kenya Law (ELC 227/2017) documented: plaintiffs were farming and grazing on LR No.18474 (454.4 hectares/1,136 acres claimed by EPZA) -” and Kanaani Integrated Primary School and Kanaani High School were built on the disputed land. Two schools built on",Land,EPZA LR 18474 1136 Acres - Kanaani Integrated Primary Kanaani High School Built on Disputed EPZA Land - ELC 227/2017 Filing 2017,EPZA; Kanaani Integrated Primary School; Kanaani High School; Kelvin Nzioki & 53 Others; KMC; ELC 227/2017,"Kenya Law (ELC 227/2017, May 2025) documented: 'According to court documents, the plaintiff had informed the court that they were farming and grazing in the parcel LR No.18474 claimed by EPZ, apart from Kanaani Integrated Primary School and Kanaani High",Kenya Law; Daily Nation,https://nation.africa/kenya/counties/machakos/5-000-homeowners-face-eviction-from-kmc-land-in-athi-river--5038138,Court Record; Print/Online News,-1.4659,37.0783,0,Unknown,ELC Proceedings,Active - Court Proceedings,"EPZA LR 18474, 1136 acres, Kanaani schools, Kanaani Integrated Primary, Kanaani High School, ELC 227/2017, Kelvin Nzioki, MCK 2012, education at risk",Yes,0.93,Kenya Law and Daily Nation directly cited.
KEN-NBI-033,KEN-NBI-033,Nairobi,Nairobi River - Kirichwa Tributary,1/1/2019,12/31/2024,NEMA and NLC-led rehabilitation of the Kirichwa River corridor in Nairobi required evictions from riparian land. Civil society organizations including Hakijamii challenged the evictions as violating constitutional rights.,Water-Land,River Rehabilitation - Eviction Conflict,NEMA; NLC; Kirichwa River Residents; Civil Society - Hakijamii,"The Kirichwa River (Kirichwa Kubwa and Kirichwa Ndogo) flows through Kilimani and Lavington in Nairobi before joining the Nairobi River. From 2019, NEMA and NLC engaged in a joint programme to restore the Kirichwa riparian reserve. This involved issuing",Kenya Law; Hakijamii; NEMA; Nation Media,http://kenyalaw.org/caselaw/cases/view/182934,Court Record; NGO; Regulatory,-1.293,36.785,0,500+,Litigation - ELC Petition,Partially Resolved,"Kirichwa River, Kilimani, Lavington, riparian, eviction, Hakijamii, civil society, NEMA, NLC, ELC Petition 61/2018",Yes,0.85,Kenya Law court record directly cited.
KEN-KBU-084,KEN-KBU-084,Kiambu,Kiambu - Ruiru East Block 2/13483 - Registrar Refusal,1/1/2024,3/13/2025,The refusal by the Ruiru Sub-County Land Registrar to issue a certificate of official search and copy of the green card for Ruiru/Ruiru East Block 2/13483 to Mburu (JR E014/2024) illustrates the registry opacity that enables title fraud in Kiambu's peri-,Water-Land,Ruiru East Block 2/13483 - Land Registrar Refused Official Search - High Court JR 2024-2025,Mburu (Applicant); Ruiru Sub-County Land Registrar; High Court Thika; ELC Thika,"Building on KEN-NBI-185 (which documents the jurisdictional ruling), this entry focuses on the Kiambu County dimension of the registrar opacity pattern. The Ruiru Sub-County Land Registrar's refusal to issue a simple official search document for Ruiru/Ru",Kenya Law; Kiambu County,https://new.kenyalaw.org/akn/ke/judgment/kehc/2025/2974/eng@2025-03-13,Court Record; Government,-1.148,36.96,0,0,JR Transferred to ELC - Kiambu Registrar Pattern,Ongoing,"Ruiru, Sub-County Land Registrar, opacity, official search, green card, Ruiru East Block 2/13483, JR E014/2024, Kiambu, fraud enabler",Yes,0.89,Kenya Law cited.
KEN-NBI-365,KEN-NBI-365,Nairobi,Parklands - Petition E012/2025 - ELC Judgment October 14 2025 - Kibagare Mathare Rivers,10/14/2025,10/14/2025,"On October 14 2025, the ELC delivered judgment in Petition E012 of 2025 (Parklands Residents Association vs Nairobi City County Government and 5 others), mandating the Nairobi City County Government to comply with its own planning regulations. The petiti",Water-Land,Parklands Residents Association - ELC Petition E012/2025 - October 14 2025 Judgment - Kibagare Mathare Rivers Polluted,Kamalkumar Rajinkant Sangahani and 2 Others (Parklands Residents Association); Nairobi City County Government and 5 Others; ELC Justice Anne Amollo; 108 Developers (Interested Party),"Kenya Law records ELC Petition E012 of 2025 (Sangahani and 2 others for Parklands Residents Association v Nairobi City County Government and 5 others), judgment delivered October 14 2025. The petition alleged: 'poor management and maintenance of the publ",Kenya Law; Mondaq/ENS; Daily Nation,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/6985/eng@2025-10-14,Court Record,-1.263,36.814,0,Unknown,ELC Judgment October 14 2025,Active - County Government Mandated,"Parklands Residents Association, Petition E012/2025, ELC, October 14 2025, Kibagare Mathare rivers polluted, 1968 Building Order, high-rise, Nairobi City County mandate",Yes,0.98,Kenya Law directly cited.
KEN-MCK-217,KEN-MCK-217,Machakos,Machakos - Mavoko - ELC 74/2014 - EAPCC vs AML - NLC Gazette April 2020 April 2021 - Gazette Notices,1/1/2011,12/31/2021,"Kenya Law (ELC 227/2017) documented: 'Aimi Ma Lukenya (AML) Association which claimed ownership of 4,298 acres of land had been embroiled in a fierce court battle with EAPCC management in Machakos Land and Environment court for several years before a lan",Land,EAPCC ELC 74/2014 - NLC Gazette Notice April 2020 April 2021 - Aimi Ma Lukenya AML Association 4298 Acres - Fills MCK 2011 2014,EAPCC; Aimi Ma Lukenya (AML) Association; NLC; ELC; Mavoko Residents,"Kenya Law (ELC 227/2017) documented: 'Aimi Ma Lukenya (AML) Association which claimed the ownership of 4,298 acres of land had been embroiled in a fierce court battle with EAPC management in Machakos Land and Environment court for several years before a",Kenya Law; NLC; Compaction Summary,https://nation.africa/kenya/counties/machakos/5-000-homeowners-face-eviction-from-kmc-land-in-athi-river--5038138,Court Record; Government,-1.4659,37.0783,0,Unknown,ELC Proceedings,Active - October 2023 Judgment,"AML Aimi Ma Lukenya, 4298 acres, ELC 74/2014, NLC Gazette April 2020 April 2021, EAPCC, Mavoko, largest land claim, fills MCK 2011 2014",Yes,0.9,Kenya Law Daily Nation directly cited.
KEN-KBU-096,KEN-KBU-096,Kiambu,Kiambu - Water Act 2016 - Water Tribunal Jurisdiction Conflicts,1/1/2016,12/31/2024,The Water Act 2016 established the Water Services Regulatory Board and Water Tribunal as primary dispute resolution forums for water service conflicts -” creating jurisdictional confusion with magistrate courts that has generated multiple conflicts bet,Water-Land,Water Act 2016 - Water Tribunal Jurisdiction - Kiambu Water Company Customer Disputes,Kiambu Water Service Providers; Customer-Disputants; Water Services Regulatory Board; Water Tribunal; Magistrate Courts; High Court,"Kenya Law Civil Suit E181 of 2022 documents a dispute between a consumer and a water company where the defendant company argued (citing sections 72(1)(j), 82, and 121 of the Water Act 2016) that 'there is a clear procedure prescribed for processing a dis",Kenya Law; Water Act 2016,http://kenyalaw.org/caselaw/cases/view/255118,Court Record; Regulatory,-1.1711,36.831,0,Unknown,Active - Jurisdictional Framework,Ongoing - Structural,"Water Act 2016, Water Tribunal, jurisdiction, Kiambu water companies, consumer disputes, WSRB, ELC, magistrate courts, exhaustion doctrine",Yes,0.88,Kenya Law directly cited. Water Act sections confirmed.
KEN-TRK-050,KEN-TRK-050,Turkana,Lowerengak - Turkana North East,1/1/2014,12/31/2022,Oil exploration in Block 10BA in northeast Turkana stalled while displacing pastoralists from Lowerengak - a drought-refuge area adjacent to Lake Turkana. Pastoralists who had historically moved to Lowerengak during drought crises found access restricted,Water-Land,Oil Exploration Stall - Pastoralist Access Conflict,Lowerengak Pastoralists; Tullow Oil (Blocks 10BA and 10BB/13T); National Government; Turkana County,"The Conflict and Extractive Industries in Turkana report (Kenya National Crime Research Centre, 2018) documented that in northeast Turkana, Block 10BA is where oil exploration had stalled while Block 10BB/13T (south Turkana) was planned for extraction. L",Kenya National Crime Research Centre,https://crimeresearch.go.ke/wp-content/uploads/2018/02/Conflict-and-Extractive-Industries-in-Turkana.pdf,Government Research,3.65,36.1167,5,1000+,Ongoing - Stalled Exploration,Partially Resolved,"Lowerengak, Turkana North East, Block 10BA, oil exploration, Lake Turkana, drought refuge, fencing, inter-clan conflict",Yes,0.87,KNCRC report directly cited. Block numbers confirmed.
KEN-MCK-118,KEN-MCK-118,Machakos,Athi River - Gimu Lukenya - SGR Drainage Stormwater Conflict,3/24/2022,12/31/2022,"The Standard Gauge Railway's drainage system was identified as channelling large volumes of stormwater downstream into the Gimu and Lukenya areas of Athi River Township, causing perennial flooding. A government-convened meeting in March 2022 acknowledged",Water-Land,Gimu Lukenya Athi River Township - SGR Drainage Downstream Stormwater Conflict,Athi Highway Estate Association; Machakos County Executive Naomi Mutie; KeNHA Senior Engineer Eunice Kiambi; WRA; Athi River DCC Charles Wambugu; SGR Construction Drainage,"Kenya News Agency (September 2022) documented that the government convened a meeting on March 24, 2022 following 'numerous complaints from Athi Highway Estate Association' about perennial stormwater floods in the Gimu and Lukenya areas of Athi River area",Kenya News Agency,https://www.kenyanews.go.ke/govt-committed-to-end-perennial-floods-in-athi-river/,Government; News Agency,-1.45,37.07,0,Unknown,Investigation Ordered - Canal Halted,Ongoing,"Gimu, Lukenya, SGR drainage, stormwater, Athi River Township, KeNHA, Machakos, March 2022, perennial floods, canal halted",Yes,0.92,"KNA directly cited. Named officials, date and SGR drainage attribution confirmed."
KEN-TRK-078,KEN-TRK-078,Turkana,Turkana County - Water Pan Programme - KVDA 2023-2025,7/1/2023,6/30/2024,"KVDA's announced programme of 15 water utilities, 10 boreholes, and 5 dams in the 2023-2024 financial year across the North Rift was intended to reduce conflicts over shared water resources by providing alternative water points away from traditional cont",Water-Land,KVDA Water Pan and Borehole Programme - Conflict Mitigation,Kenya Valley Development Authority (KVDA); Turkana County Government; West Pokot County Government; Pastoralist Communities,"Kenya News Agency (October 2023) reported that the KVDA Managing Director confirmed the government was doing 15 water utilities, 10 boreholes, and 5 dams in the 2023-2024 financial year to help address conflicts brought about by competition for resources",Kenya News Agency; KVDA,https://www.kenyanews.go.ke/water-pan-to-end-conflict-on-the-turkana-west-pokot-border/,Government; News Agency,3,35.5,0,Unknown,Active - Infrastructure Programme,Ongoing,"KVDA, water pan, borehole, dam, North Rift, Turkana, West Pokot, conflict mitigation, 15 utilities, 10 boreholes, 5 dams",Yes,0.94,KNA directly cited. Programme statistics confirmed.
KEN-KBU-068,KEN-KBU-068,Kiambu,Kiambu - Thika Water and Sewerage - Audit Issues,8/22/2023,8/22/2023,"Thika Water and Sewerage Company Limited was among the eight Kiambu County water companies reviewed by the Senate Committee in August 2023. While not among the four flagged for persistent losses, Thika Water's audit reports raised issues including non-re",Water-Land,Thika Water and Sewerage - Senate Scrutiny 2023,Thika Water and Sewerage Company Limited; Thika Town Residents and Industries; Kiambu County; Senate Committee,The Kenya Parliament (August 2023) Senate Committee reviewed Thika Water and Sewerage Company Limited among the eight Kiambu water companies. Thika Water serves Thika town -” the largest town in Kiambu County and a major industrial and commercial hub.,Kenya Parliament,https://www.parliament.go.ke/node/20499,Government; Legislative,-1.0395,37.0854,0,Unknown,Senate Review - Corrective Action Directed,Ongoing,"Thika Water, Senate 2023, NRW, Thika town, industrial zone, Thika River, Baricho, Kiambu",Yes,0.87,Kenya Parliament directly cited.
KEN-KBU-042,KEN-KBU-042,Kiambu,Karuri - Kiambu Town Corridor,7/1/2018,6/30/2021,"Karuri Water and Sewerage Company was flagged by the Senate Committee on County Public Investments in August 2023 as one of four Kiambu County water companies persistently incurring financial losses, undermining its capacity to maintain infrastructure an",Water-Land,Karuri Water and Sewerage Financial Distress - Infrastructure Conflict,Karuri Water and Sewerage Company; Karuri-Kiambu Residents; Kiambu County; Senate Committee on Public Investments,"The Senate Committee on County Public Investments and Special Funds (CPISFC, August 2023), as documented by the Kenya Parliament, reviewed Auditor-General's Reports on eight Kiambu County water companies for fiscal years 2018/19, 2019/20, and 2020/21. Ka",Kenya Parliament,https://www.parliament.go.ke/node/20629,Government; Legislative,-1.12,36.81,0,Unknown,Senate Directives - Remedial Actions Required,Ongoing,"Karuri Water, Kiambu, financial losses, Senate 2023, non-revenue water, infrastructure, audit, water supply",Yes,0.92,Kenya Parliament record directly cited.
KEN-KBU-099,KEN-KBU-099,Kiambu,Kiambu County - Githunguri Dairy vs Water Resources,1/1/2010,12/31/2024,"The Githunguri dairy industry -” producing the Fresha brand through the Githunguri Dairy Farmers Cooperative Society -” creates a documented tension with the Githunguri Water and Sanitation Company, which was flagged by the Senate Committee (August 2",Water-Land,Githunguri Dairy Cooperative - Water Demand vs Githunguri Water Company,Githunguri Dairy Farmers Cooperative Society (Fresha Brand); Githunguri Water and Sanitation Company; WRMA; Kiambu County,"Kiambu County's Githunguri Sub-County is home to the Githunguri Dairy Farmers Cooperative Society, which produces the Fresha brand of dairy products -” one of Kenya's most recognised dairy brands. Dairy operations require significant water volumes: mil",Kenya Parliament; Kiambu County PCRA,https://www.parliament.go.ke/node/20629,Government; Legislative,-1.07,36.77,0,Unknown,Active - Senate Oversight,Ongoing,"Githunguri, dairy, Fresha, cooperative, water company, financial losses, Senate 2023, Kiambu, industrial water demand",Yes,0.8,Senate Committee and Kiambu PCRA cited.
KEN-KBU-060,KEN-KBU-060,Kiambu,Kiambu County - Thika Water - EIA Violations,7/1/2018,6/30/2021,"The Senate Committee's August 2023 review of Kiambu County water companies included Thika Water and Sewerage Company in its scrutiny of fiscal years 2018/19, 2019/20, and 2020/21. Documented issues include pipeline infrastructure conflicts with private p",Water-Land,Thika Water and Sewerage Company - Infrastructure EIA Conflicts,Thika Water and Sewerage Company; NEMA; Property Owners Adjacent to Thika Water Projects; Kiambu County,"The Senate Committee on County Public Investments and Special Funds (August 2023, Kenya Parliament record) reviewed Thika Water and Sewerage Company among the eight Kiambu water companies. While Thika Water was not among the four flagged for persistent l",Kenya Parliament; NEMA; Thika Water,https://www.parliament.go.ke/node/20499,Government; Legislative,-1.0395,37.0854,0,Unknown,Administrative - Senate Oversight; Pipeline Disputes,Ongoing,"Thika Water, pipeline, wayleave, EIA, Senate 2023, Kiambu, infrastructure conflict, industrial zone",Yes,0.79,Senate Committee record cited.
